Title,Artist,Price,Themes,Dimensions,Style,Description,Link,Image
Who Are You,Sacha Doubroff,25.0,"['Light', 'Color', 'Forest', 'Painting', 'Bird', 'Concept', 'Concept art', 'Illustration', 'YouthIllustration']",,Illustration,"Bonjour, 
In a strange forest, small bird reign on the summit, when suddanly  
a new bird come to them. 
 
In this univers these little birds live in band and defend their territory. 
They can howl very loud for communicate, for that the bird swells their thoracic cavity and expulse air quickly.",https://www.artmajeur.com/sacha-doubroff/en/artworks/17862385/who-are-you,downloaded_images/17862385_howlingbirdr.jpg
Hq20C5,Nicolas Vasse,25.0,"['art', 'digital', 'painting', 'numérique', 'peinture']",,Abstract,"La série numérique ""HQ"" poursuit le travail d'exploration de la série ""Ruins"" qui est composée d'oeuvres originales sur papier. HQ a pour objectif d'aller le plus loin possible dans les distorsions du réel, elle est donc parfaitement complémentaire au travail plastique classique. Il faut savoir que toutes les oeuvres[...]",https://www.artmajeur.com/nicolas-vasse/en/artworks/17939851/hq20c5,downloaded_images/17939851_hq020c6.jpg
Sardi-Tortue,Lysiane Dürr,25.0,"['sardine', 'tortue', 'turtle', 'carapace', 'texture', 'pop', 'fun', 'surreal', 'modern', 'animal', 'ocean', 'eau', 'mer', 'sea', 'fish', 'poisson', 'wild', 'sauvage']",,Surrealism,"Cette oeuvre à été réalisée via des techniques de photomontage à partir de diverses photos originales, créant ainsi un rendu proche de la peinture qui nous plonge dans un univers décalé, unique et surprenant.

                
                    About this artwork: Classification, Techniques & Styles[...]",https://www.artmajeur.com/lysiane-durr/en/artworks/17575999/sardi-tortue,downloaded_images/17575999_sarditortue-sign.jpg
Chien Sur Coussin Bleu,Pia De Panicis,25.0,"['google', 'art animalier', 'pet art']",,Figurative,"Chien sur coussin bleu - Julia pinscher

                
                    About this artwork: Classification, Techniques & Styles
                      Figurative      Figurative and colorful painting having taken the[...]",https://www.artmajeur.com/pia-de-panicis/en/artworks/16498576/chien-sur-coussin-bleu,downloaded_images/16498576_chien-sur-coussin-bleu.jpg
Disarray,Bill Richardson (Artful Intelligence),40.62,"['street art', 'digital art', 'disarray', 'urban soul', 'artful intelligence', 'chaos']",,Street Art,"“Disarray"" is a powerful representation of the urban soul — a face that stands resilient amidst the entropy of city life. It invites viewers to recognize the beauty in chaos and to contemplate the stories etched into every line and splatter. This piece is not just a portrait; it is a conversation between the artist, the subject, and the chaotic[...]",https://www.artmajeur.com/bill-richardson-artful-intelligence/en/artworks/17704324/disarray,downloaded_images/17704324_img-7058.jpg
Burlesque 5,Sandra Egbers (My-AI-Art),47.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/sandra-egbers-my-ai-art/en/artworks/17749933/burlesque-5,downloaded_images/17749933_mnx1cmeunsozutusow3k-1-et6bl.jpg
My Heart Will Go On,Andrey Elenev,25.0,[],,Abstract,"Heart of God 
Heart of the Machine 
It will beat as long as possible 
To keep everything afloat

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/andrey-elenev/en/artworks/17919322/my-heart-will-go-on,downloaded_images/17919322_my-heart-will-go-on.jpg
Monica Bellucci Hollywood Actress Retro,Fariza Abdurrazaq,35.96,[],,Geometric,"Retro art Monica Bellucci, born on September 30, 1964, in Città di Castello, Italy, is a celebrated actress and model known for her beauty, talent, and versatile roles in both European and Hollywood cinema. She began her career as a model in the late 1980s, working with top fashion brands such as Dolce &amp; Gabbana and Dior. Transitioning to acting[...]",https://www.artmajeur.com/fariza-abdurrazaq/en/artworks/17882854/monica-bellucci-hollywood-actress-retro-art,downloaded_images/17882854_monica-bellucci-hollywood-actress-retro-style-geometric-illustration.jpg
Girl On Beach,Johannes Baul,25.0,"['beach', 'sundown', 'strawhat', 'girl']",,Impressionism,"Sonnenuntergang am Strand

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers[...]",https://www.artmajeur.com/baul/en/artworks/17534260/girl-on-beach,downloaded_images/17534260_girl-on-beach.jpg
Mick 01C,Henri Brune,781.09,"['POP ART', 'MICKEY']",50x50 cm,Pop Art,"ART NUMERIQUE. Oeuvre éditée à 30 exemplaires signés et livrés avec un certificat d’authenticité. 
Format 50X50, poids 5Kg. C’est une impression sur verre acrylique, contrecollée sur une plaque d’aluminium et renforcée par un châssis rentrant pour l’accrochage. 
Cette oeuvre est tirée de la série WALT.",https://www.artmajeur.com/henri-brune/en/artworks/17512558/mick-01c,downloaded_images/17512558_2mick01c-0124.jpg
Inghen Ruaidh « La Fille Rouge »,Mike Pi,1147.46,"['foxy', 'rousse', 'fille rouge', 'viking', 'bleu et orange', 'couleur', 'réaliste']",50x50 cm,Surrealism,"Rusla, surnommée la « fille rouge » ou « Inghen Ruaidh », est une guerrière skjaldmö norvégienne du Xe siècle mentionnée dans la Geste des Danois de Saxo Grammaticus et les annales irlandaises. 
 
Rusla était la fille d'un Viking, un roi de Télémark appelé Rieg, et la sœur de Tesandus (Thrond), dépossédé de son trône par un roi danois[...]",https://www.artmajeur.com/mike-pi/en/artworks/17407348/inghen-ruaidh-la-fille-rouge,downloaded_images/17407348_foxy.jpg
Alcorart Re 001120624,Alcorart Alcor,574.8,[],40x30 cm,Fauvism,"Impression sur film rétro éclairé, encadré,source de lumière nécessaire .

                
                    About this artwork: Classification, Techniques & Styles
                      AI generated image       AI[...]",https://www.artmajeur.com/alcorart-alcor/en/artworks/17950432/alcorart-re-001120624,downloaded_images/17950432_img-4717.jpg
Socius Tapetis,Francisco Tabakman (Frankly Tired),612.41,"['mujer', 'desnuda', 'brazos', 'cubo', 'concreto', 'dorado', 'labios', 'rojos', 'grito', 'ansiedad', 'daemonia', 'mentis', 'socius tapetis', 'mente', 'demonios', 'peach', 'color durazno', 'sensualidad', 'LGBTQIA+', 'nonbinary']",100x70 cm,Outsider Art,"La siguiente lámina se erige como una representación profundamente simbólica y esclarecedora del trastorno de la personalidad evitativa. Este trastorno, catalogado en el Manual Diagnóstico y Estadístico de los Trastornos Mentales (DSM-5), se caracteriza por patrones persistentes de inhibición social, sentimientos de inferioridad y extrema sensibilidad[...]",https://www.artmajeur.com/frankly-tired/en/artworks/17497225/socius-tapetis,downloaded_images/17497225_lamina-8-comp-a-300.jpg
Saint Loup,Altnacht,612.41,"['surréalisme', 'paysage', 'architecture', 'habitat', 'sols', 'géologie', 'panorama', 'nature', 'fiction']",80x80 cm,Surrealism,"Une vue panoramique du paysage autour du Pic Saint Loup, Hérault, améliorée de textures et ensembles architectoniques surréalistes.

                
                    About this artwork: Classification, Techniques & Styles
                      Manipulated[...]",https://www.artmajeur.com/altnacht/en/artworks/17466277/saint-loup,downloaded_images/17466277_pslp1.jpg
Nightly God,Mattysia Navarette,3895.77,"['deer', 'surrealism', 'dark mood']",90x60 cm,Surrealism,"About this artwork: Classification, Techniques & Styles
                      Digital Photography      Techniques for obtaining a photograph by using an electronic sensor as a photosensitive[...]",https://www.artmajeur.com/mattysia/en/artworks/17027797/nightly-god,downloaded_images/17027797_nightcall.jpg
P. N. A. Nft_N° : 0210,Hakan Portakal,32.0,[],,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/hakan-portakal/en/artworks/17796343/p-n-a-nft-n-0210,downloaded_images/17796343_p-n-a-nft-n-0210.jpg
Prag,Ebru Bandinelli,32.0,['Prag'],,Cubism,"Prag

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set[...]",https://www.artmajeur.com/ebru-bandinelli/en/artworks/17579551/prag,downloaded_images/17579551_prag6.jpg
Girl Of The July Night,Vadim Ankudinov,25.0,"['girl', 'beautiful', 'decor', 'ornament', 'mosaic pattern', 'retro', ""woman's portrait"", 'gold', 'art masterpiece']",,Illustration,"AV|AI 2024

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse[...]",https://www.artmajeur.com/vadim-ankudinov/en/artworks/17612323/girl-of-the-july-night,downloaded_images/17612323_99-67-july-night-girl.jpg
Hel Mort's Adieu Taiwan!® Ⅴⅱ,Hel Mort,25.0,"['hel', 'mort', 'hel mort', 'helmort', 'portrait', 'beautiful woman', 'classical style', 'ai art', 'traditional', 'fashion', 'beauty', 'tattoo', 'taiwan', 'asia', 'fine art', 'original artwork', 'contemporary art', 'art collectors', 'china']",,Abstract,"Discover the definitive embodiment of elegance and opulence with the exclusive mixed media masterpiece, meticulously handcrafted by visionary artist HEL MORT®. This extraordinary artwork seamlessly combines sumptuous oils on canvas with cutting-edge photographic and graphic techniques, resulting in a captivating and stylish creation that sets unprecedented[...]",https://www.artmajeur.com/hel-mort/en/artworks/17510140/hel-mort-s-adieu-taiwan-r-vii,downloaded_images/17510140_hel-mort-s-adieu-taiwan-r-7.jpg
Bas Noires,Jérôme Mettling,32.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/ai-arts-creations/en/artworks/17496133/bas-noires,downloaded_images/17496133_jeromemettling-beautiful-women-with-black-stockings-and-high-he-ed0e3799-3636-4851-9264-f185f797ea26-gigapixel-standard-scale-2-00x.jpg
Mademoiselle Rosie,Vdlobry,82.0,"['mademoiselle rosie', 'pink lady', 'asian beauty']",,Figurative,"Mademoiselle Rosie, une autre femme actuelle

                
                    About this artwork: Classification, Techniques & Styles
                      Figurative      Figurative and colorful painting having taken[...]",https://www.artmajeur.com/vdlobry/en/artworks/17445379/mademoiselle-rosie,downloaded_images/17445379_illustration-sans-titre-51.jpg
Awake,Paz,25.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/paz0/en/artworks/17653540/awake,downloaded_images/17653540_awake-29mo-cmjn.jpg
Alicia,Vic.,172.98,"['Portrait', 'femme', 'noire', 'actuelle']",24.1x16 cm,Illustration,"Alicia est une femme noire Métisse. On dit d'elle de forte personnalité. Ce cache derrière ce petit air hautain, un cœur fragile bien trop souvent mis à mal. De nature stressée, elle fume cigarette et joint de canabis. Parviendra t-elle enfin à chasser tous ses démons ?

                [...]",https://www.artmajeur.com/vic0/en/artworks/16951549/alicia,downloaded_images/16951549_alicia.jpg
Soulbag 26,Patrick Allindré,976.63,[],152x30 cm,Pop Art,"About this artwork: Classification, Techniques & Styles
                      Digital Photography      Techniques for obtaining a photograph by using an electronic sensor as a photosensitive[...]",https://www.artmajeur.com/patrick-allindre/en/artworks/17054830/soulbag-26,downloaded_images/17054830_soulbag-26.jpg
The Body - Fantasy 2,R.W.Born,25.0,"['körper', 'kunst', 'digitale kunst', 'abstrakt', 'fantasy']",,Abstract,"the body - digitale Kunst

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers[...]",https://www.artmajeur.com/r-w-born/en/artworks/17920657/the-body-fantasy-2,downloaded_images/17920657_body-2.jpg
Lies,Batuhan Gözüaçık,32.0,"['lies', 'fall', 'uniqe']",,Illustration,"Do lies not ultimately reach the truth? And do all my stories, true or false, not come to the same conclusion? Do they not all mean the same thing? So, what does it matter if they are true or false, if in both cases they make me understand what I am and what I am? Sometimes it is easier to see the liar more clearly than the man who tells the truth.[...]",https://www.artmajeur.com/batuhan-gozuacik/en/artworks/17942305/lies,downloaded_images/17942305_t1lfjlqc-4x.jpg
