Title,Artist,Price,Description,Dimensions,Style,Link,Image Path
Swirls of Passion,kimberly rhymer,$200,Swirls of Passion  by kimberly rhymer,"Height 10cm, Width 8cm",Art Nouveau,"https://anasaea.com/viewArtPiece/AGXHFJEL3qxDafHWi
",downloaded_images/AGXHFJEL3qxDafHWi_pic1024.jpeg
"Nature Chic, Five",Gianfranco Fagotto,$300,"The majestic beauty of the mountains and the barren landscapes of the desert, where vibrant colours and textures coexist in perfect harmony.

The colours of the collection are inspired by the rugged terrain of the Italian Dolomites, featuring earthy hues and shades of grey. The collection also draws inspiration from the desert's warm tones, incorporating pops of oranges, yellows, and reds, mimicking the fiery sunsets and the red rocks of the terrain.

The mini collection features a range of silhouettes, from oversized and flowing garments that evoke the vastness of the desert to more structured and tailored pieces that emulate the sharp lines of the mountain ranges.

An invitation to women to embrace their adventurous spirit and explore the beauty of nature while looking chic and stylish.

https://gianfrancofagotto.name/fashion-collection.html","Height 70cm, Width 50cm",Photorealism,"https://anasaea.com/viewArtPiece/aCDRFruQmpTdNknA8
",downloaded_images/aCDRFruQmpTdNknA8_pic1024.jpeg
instagram imported,DANIEL SIRIUS,$1500,instagram imported by DANIEL SIRIUS,"Height 50cm, Width 40cm",Academic art,"https://anasaea.com/viewArtPiece/idJp2tiR4Y5kYRgxJ
",downloaded_images/idJp2tiR4Y5kYRgxJ_pic1024.jpeg
Zara,Hugo Silva,$980,"Printing made on high gloss acrylic. Of note is the highlighted part of the futuristic face made of the same material and which overlaps the base image.
The back side comes with a 1cm aluminum hoop that makes a clearance from the wall.
Work provided with a certificate of authenticity signed by the author","Height 90cm, Width 70cm",Pop art,"https://anasaea.com/viewArtPiece/FE2iW7TRAhRWxTMN7
",downloaded_images/FE2iW7TRAhRWxTMN7_pic1024.jpeg
Os Elementos,Mizael,$11600,"In the realm where the elemental forces converge and intertwine, there exists a canvas of digital mystique known as ""Os Elementos"". Within this sacred space, the very fabric of existence is woven from the raw essence of earth, water, air, and fire.


Behold the dance of primal energies, where azure waters cascade in fluid motion, echoing the timeless rhythm of the tides. Veils of emerald green intertwine with sapphire blue, evoking the eternal dance of earth and sea, of growth and renewal.

Above, the gentle whispers of the wind carry the fragrance of distant lands, stirring the soul with a sense of boundless freedom. Wisps of ethereal mist mingle with the vibrant hues of the heavens, as if painting the very sky with strokes of celestial beauty.


Yet amidst this harmonious symphony, the fiery passion of creation blazes forth, igniting the depths of the canvas with hues of crimson and gold. Flames dance in fervent abandon, casting shadows that flicker and fade in the eternal dance of light and shadow.

""Os Elementos"" is more than a mere artwork; it is a testament to the sacred balance of the universe, where each element finds its rightful place in the grand tapestry of existence. It is a reminder of the interconnectedness of all things, a celebration of the divine harmony that binds us to the cosmos.

Within its depths lie the secrets of creation, the mysteries of life and death, waiting to be unraveled by those who dare to gaze upon its luminous beauty. It is a journey of transformation, a passage through the elemental realms that awaken the soul to its true purpose.",,Abstract expressionism,"https://anasaea.com/viewArtPiece/iaBrQCDFCLvD7YQ9c
",downloaded_images/iaBrQCDFCLvD7YQ9c_pic1024.jpeg
Words,Wart 2.1,$200,Limited to 10 prints on fine paper numbered and signed by the author.,"Height 50cm, Width 50cm",Expressionism,"https://anasaea.com/viewArtPiece/hnsMj8JDTtdTjLJhJ
",downloaded_images/hnsMj8JDTtdTjLJhJ_pic1024.jpeg
Sandpaper Red. Chio,Ana Mangot,E AVAILABLE ON REQUEST,Sandpaper Red. Chio by Ana Mangot,,Japonisme,"https://anasaea.com/viewArtPiece/bGcW8BS3G9T8PBmbB
",downloaded_images/bGcW8BS3G9T8PBmbB_pic1024.jpeg
Ｔｅｍｐｔａｔｉｏｎ,Fausto Chinelato,,"""The Desire we Pray to Consume"".

",,Gothic art,"https://anasaea.com/viewArtPiece/XQJPAkPhHMQjxBB4F
",downloaded_images/XQJPAkPhHMQjxBB4F_pic1024.jpeg
Native American War Dance,Raymond york,,A Native American doing a war dance,,American Impressionism,"https://anasaea.com/viewArtPiece/dwmmWGv2d8dug8jPS
",downloaded_images/dwmmWGv2d8dug8jPS_pic1024.jpeg
INTERFACE GATE IV,Matt Almeida,,"REPORT FILE 003 | 2024.01.06

Operation GESTALT is set to be perfomed today at 1843 JST. 

Location: NERVen JP
Project Lead: Prof. PERL
Subject: YONA, age 14. 

Professor PERL had been monitoring the GESTALT interface throughout the morning and declared it to be ready to receive a physical host. Subject is currently being cleaned, medicated, and prepared for the operation. 

It will soon begin. ",,,"https://anasaea.com/viewArtPiece/3WLoP7gyY6avHmpk8
",downloaded_images/3WLoP7gyY6avHmpk8_pic1024.jpeg
Napoleon,Richard Ghost,$3800,"""Napoleon"" is a wall art piece that depicts the iconic historical figure, Napoleon Bonaparte, in a striking and regal manner. The artwork depicts Napoleon in a powerful, imposing pose. The work uses a mix of bold and muted colors to convey the complexity of his personality and the historical importance of his legacy. ""Napoleon"" evokes feelings of admiration and fascination, as well as an awareness of the lasting impact of great leaders throughout history. The work pays visual tribute to Napoleon's indelible mark on the world, and invites viewers to reflect on the multifaceted nature of human history and leadership.","Height 120cm, Width 120cm",Modern art,"https://anasaea.com/viewArtPiece/xLj3ymxowohXCcPv8
",downloaded_images/xLj3ymxowohXCcPv8_pic1024.jpeg
screenshotgreatingcards - 1:11 9-10-45 [cross],illussion Eddie Puce-Paeglitis,$25000,Ask for details,,Primitivism,"https://anasaea.com/viewArtPiece/3n6NyMYWgtLA6aZw9
",downloaded_images/3n6NyMYWgtLA6aZw9_pic1024.jpeg
PortrAIt No.12 (2021),Ana Mangot,E AVAILABLE ON REQUEST,PortrAIt No.12 (2021) by Ana Mangot,,Pop art,"https://anasaea.com/viewArtPiece/B6fFuSEx3x2oGNokB
",downloaded_images/B6fFuSEx3x2oGNokB_pic1024.jpeg
Zeibekiko no1,Anastasios Patsilinakos,$2000,zeibekiko no1,"Height 170cm, Width 180cm",Pop art,"https://anasaea.com/viewArtPiece/zgtCkjbiwutnnFnR9
",downloaded_images/zgtCkjbiwutnnFnR9_pic1024.jpeg
Trust,L.A. Moor,$99873,"“I am trust, confident in the magic of manifestation.” 

“Trust” signifies the faith and confidence in the universe that are essential for manifestation. This painting is a reminder to trust in the process, in the timing, and in the magic of manifestation. It’s an invitation to have faith in your dreams, to trust in your ability to manifest them, and to believe in the supportive energy of the universe. 

9 prints of this size, each comes with a numbered Certificate of Authenticity.

Mount border size:  top 0.9 inches; bottom 0.9 inches; 0.6 inches left; 0.6 inches right.

Each print comes with a choice of frame: Oak, Black, and White 

You may order directly from www.lamoorart.com","Height 70cm, Width 100cm",Post-Impressionism,"https://anasaea.com/viewArtPiece/6rpz2AwkDiXeFHASu
",downloaded_images/6rpz2AwkDiXeFHASu_pic1024.jpeg
Flover,Vladas Orzekauskas,E AVAILABLE ON REQUEST,"Intimate, secret, mystical is an aesthetic category that denotes an intuitive, presumed rather than explicit, obvious perception of the essence of an object.","Height 65cm, Width 130cm",Metaphysical art,"https://anasaea.com/viewArtPiece/ZzsPqLmouQGnmLA8q
",downloaded_images/ZzsPqLmouQGnmLA8q_pic1024.jpeg
Scarfy,Antonella Torquati,$600,"Scarfy and his scarf :) // This painting is on sale as art-NFT (on demand ) and/or printable on alu-PVC panel (limited edition, 1/3); the physical artwork will be shipped from Italy; the  indicated price refers to the printable painting (40x40) and may vary depending on the size of the print (e.g. 30x30 or 50x50).","Height 40cm, Width 40cm",Contemporary art,"https://anasaea.com/viewArtPiece/trGEQqYSxpLG7xx88
",downloaded_images/trGEQqYSxpLG7xx88_pic1024.jpeg
Puissance d'Or: Power of Gold in Modern Opulence,Calvin Lugalambi,$10000,"45H X 45W (IN) LIMITED EDITION
""Puissance d'Or: Power of Gold in Modern Opulence"" is a captivating testament to the allure and grandeur of gold in contemporary opulence. Within this mesmerizing artwork, the richness of gold takes center stage, weaving a tapestry of luxury and extravagance.

As you behold the golden hues that dance across the canvas, you'll feel a sense of awe and admiration for the power and beauty of this precious metal. Each stroke of gold is imbued with a sense of strength and majesty, evoking a feeling of reverence and admiration.

Through its modern interpretation, this piece transcends traditional notions of opulence, inviting viewers to explore the intersection of tradition and innovation. The artist skillfully balances the timeless elegance of gold with the dynamic energy of modernity, creating a visual masterpiece that is both captivating and thought-provoking.

""Puissance d'Or"" is more than just a work of art; it is a celebration of the enduring allure of gold and its ability to evoke a sense of power and prestige. It serves as a reminder that true opulence lies not only in material wealth, but in the appreciation of beauty and the pursuit of excellence.





","Height 114.3cm, Width 114.3cm",Contemporary art,"https://anasaea.com/viewArtPiece/7roCjikDFGGxR33nd
",downloaded_images/7roCjikDFGGxR33nd_pic1024.jpeg
O Principio,Mizael,$10700,"In the depths of the void, where darkness reigns supreme and the silence echoes with the whispers of creation, there emerges a singular manifestation known as ""O Principio"" – The Beginning. Against a backdrop of obsidian darkness, a solitary figure emerges, bathed in the stark purity of white light.

Here, in this sacred moment of genesis, the universe is born anew, as the primal forces of existence converge in a symphony of cosmic proportions. Against the vast expanse of nothingness, the figure stands as a beacon of potential, embodying the raw essence of creation itself.

The darkness that surrounds it is not a void but a canvas, waiting to be filled with the tapestry of existence. It is the womb from which all life springs forth, the crucible in which stars are born and worlds take shape.

Against this backdrop of infinite possibility, the figure stands as a symbol of hope and renewal, a testament to the eternal cycle of birth, death, and rebirth. Its form is fluid, ever-changing, reflecting the boundless potential of the universe itself.

As the viewer gazes upon ""O Principio"", they are drawn into the heart of the cosmic dance, where time loses its meaning and space becomes an infinite expanse of possibility. It is a moment of profound revelation, a glimpse into the unfathomable depths of existence.

In the stark contrast between light and darkness, between form and void, lies the essence of creation. ""O Principio"" is more than a mere artwork; it is a meditation on the nature of reality itself, a reflection of the eternal struggle between chaos and order, between nothingness and everythingness.",,Abstract expressionism,"https://anasaea.com/viewArtPiece/HnQDBZApJuybvhQFp
",downloaded_images/HnQDBZApJuybvhQFp_pic1024.jpeg
city lights 9,Xavier Goodman,$1550,city lights 9  by Xavier Goodman,"Height 90cm, Width 170cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/rXgfpNxNvjMCCthDJ
",downloaded_images/rXgfpNxNvjMCCthDJ_pic1024.jpeg
Solar system Voyager,Joaquim Vidal,$8500,Pur Digital Art,"Height 200cm, Width 200cm",Contemporary art,"https://anasaea.com/viewArtPiece/x7yQddQ9iuJ5bx4HJ
",downloaded_images/x7yQddQ9iuJ5bx4HJ_pic1024.jpeg
Lioness,Shari Blackwell,$100,"Digital Art, Native American Indian, Lioness",,Modern art,"https://anasaea.com/viewArtPiece/2D96NZzDbuYNhbNJN
",downloaded_images/2D96NZzDbuYNhbNJN_pic1024.jpeg
Remembering Costa Rica,Mersi,$140,"Between 2002 and 2003 I had a wonderful journey through Latin America. I still keep the memories in my mind.

As this is digital art, the width and height can be adjusted to your requirements!","Height 50cm, Width 80cm",Contemporary art,"https://anasaea.com/viewArtPiece/DZyxRc94t7AT8copR
",downloaded_images/DZyxRc94t7AT8copR_pic1024.jpeg
Freedom,L.A. Moor,$99873,"“I am freedom, unbound by limitations.” 

“Freedom” captures the liberation that comes from realizing you have the power to shape your own reality. This painting embodies the essence of manifestation: breaking free from limiting beliefs and embracing the boundless potential of your dreams. Celebrate the freedom to choose your thoughts, align with your desires, and actively create a life you love. 

9 prints of this size, each comes with a numbered Certificate of Authenticity.

Mount border size:  top 0.9 inches; bottom 0.9 inches; 0.6 inches left; 0.6 inches right.

Each print comes with a choice of frame: Oak, Black, and White 

You may order directly from www.lamoorart.com","Height 70cm, Width 100cm",Post-Impressionism,"https://anasaea.com/viewArtPiece/JuNtguDMbftkw2wCJ
",downloaded_images/JuNtguDMbftkw2wCJ_pic1024.jpeg
g.2,rita sacco,E AVAILABLE ON REQUEST,g.2 by rita sacco,"Height 50cm, Width 100cm",Geometric abstraction,"https://anasaea.com/viewArtPiece/HrSpLLGJgmEGH36rm
",downloaded_images/HrSpLLGJgmEGH36rm_pic1024.jpeg
onelab 1692239145253,Stafford Jay,$150,I used many Digital Apps to Create this image Thanks for Visiting 🙏,,Abstract expressionism,"https://anasaea.com/viewArtPiece/w9k8eDf2vXpZzhahX
",downloaded_images/w9k8eDf2vXpZzhahX_pic1024.jpeg
Blossoming Presence,Heather Dawn Coleman,$2250,"""Blossoming Presence"" is a captivating digital reproduction of an abstract artwork that encapsulates the essence of feminine strength and natural beauty. Created by the talented artist, this striking piece invites viewers to immerse themselves in a scene where a woman stands gracefully before a flowering tree, symbolizing growth, renewal, and the interconnectedness of human and natural worlds.

In this enchanting composition, bold and vibrant colors intertwine to form the silhouette of the woman, her presence commanding attention amidst the lush foliage of the blossoming tree. Delicate brushstrokes and intricate details capture the essence of her form, while swirling patterns and dynamic lines add a sense of movement and vitality to the scene.

The inspiration for ""Blossoming Presence"" stems from the artist's reverence for the natural world and their exploration of the human experience. The flowering tree represents resilience and growth, its blossoms symbolizing the beauty that emerges from adversity. The woman, standing tall and proud, embodies strength and empowerment, her connection to nature reflecting the inherent bond between humanity and the environment.

As a digital reproduction, ""Blossoming Presence"" offers viewers the opportunity to bring a piece of this captivating artwork into their own space. Each reproduction faithfully captures the essence of the original artwork, allowing art enthusiasts to enjoy its beauty and symbolism in their homes or workspaces.

It's important to note that ""Blossoming Presence"" exists as a one-of-a-kind original, with digital reproductions available for purchase. The artist retains possession of the original artwork, ensuring its uniqueness and preserving its artistic integrity for future generations to appreciate and admire.","Height 36cm, Width 24cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/fjrYi9LdLnPn3fSkX
",downloaded_images/fjrYi9LdLnPn3fSkX_pic1024.jpeg
Gaze,Anastasios Patsilinakos,$2000,"The human eye has a strange power. It unleashes a potential of touching, caressing, punching, stabbing, easily misunderstood love, overt violence, envious men... as if it is energetically discharging itself over you. The eyes I create manifest all of the above and more, anonymously. All these eyes are not represented. They are orphaned by face.
     In fact, the human eye does not see. It watches. Etymologically, in Greek language, the verb ""to watch"" produces the noun ""watching"", which is, again in Greek, another word for ""purpose""… therefore a look how innocent and aimless, really, can be to accept that it falls just for the sake of falling, without any other interpretation of this act?
     Admittedly, I wouldn't think this way if I was not bothered by other people's eyes because of my mild autism (Asperger's Syndrome). What I mean: If my social interactions had been different, and especially my eye contact – what you scientifically call ""eye contact with others"" – hadn't been extremely difficult for me, I might never have gotten into the project ""EYES"". I would have no real reason to make all these eyes that smile scarily, stern eyes, reproachful eyes that are frowning or having their brow arches raised, eyes that are looking down, with drooping eyelids that make them bearers of even more incomprehensible 
 expressiveness, disdainful eyes, pretending to look away. These were, are and will be the eyes of my life... All these eyes that disrupted my daily life, gave me anxiety symptoms with their gaze persistence, sometimes led me to defensive and sometimes aggressive behaviors, they didn't just look at me. They had a very specific vision: To read my story. And this is very painful for the one who experiences it, while he does not want, never wanted to autobiographize. So they were watching me, no matter how far they were from me, reading me and the worst, I could feel it, understand it – an, I admit it, distressing experience...
     However, each artist expresses his experience. And my own experience has always been ""me versus the eyes"". Exposed, like an open book to them. At some point it became a paramount need for me to deal with all these eyes somehow. And I did it the best way I could. I made them representational works of art, which balance between figurative painting and photography. Works of art possibly ambiguous, of multiple interpretations perhaps, capable of confusing the audience, but also so clearly experiential for me, in a way capable – the only way I found with the reasoning that it will bring results – to approach the redemption... In conclusion, I will speak somewhat aphoristically about the experience: Experience most often demands redemption. True art, the art of a true artist, is his personal redemption, or at least a lifetime effort to approach redemption for what he has experienced, is experiencing, and will experience...
     So eyes. Cropped, enlarged, edited and safely printed. So they are also free of any negative sign. I realized that I could perceive the power-energy potential of them, without fear anymore. I could examine human eyes thoroughly in order to interpret them and then to reproduce them, both meaningfully and aesthetically, until their final realization on the surface of my choice, with digital printing. They are parts of photo portraits that I have in my possession from my previous photography works. Essentially it is the same logic, according to which important earlier artists composed their collage works, cutting out with a pair of scissors parts from the magazine and the news paper pictures of their time and reconstructing them with simple use of glue on cardboard. After this creative process, their own works had a completed artistic vision and they were characterized by the personal idiom of each artist. (I will give, as an example, Salvador Dalí’ s eponymous collage work ""The phenomenon of Ecstasy"", for the additional reason that it served as a formalist reference for some of my own ""EYES"" – there is indeed a series of ""ecstatic"" eyes, embedded in the general context of the ""EYES"" project, as a tribute to the project ""The phenomenon of Ecstasy"").
     In short, I can't look at real human eyes for long because a person with Asperger’ s syndrome, like me, avoids eye contact in any way, by all means, by any excuse, at any cost. However, I can crop out the eyes of the depicted faces in photographs, edit them digitally in a liberating and redemptive creative way and make the anxiety they would cause me the same human eyes in their physical state, a series of artworks, which – both in terms of meaning as well as form – they are marked by the defining imprint of my peculiar personal stamp.","Height 170cm, Width 170cm",Pop art,"https://anasaea.com/viewArtPiece/EGtG2mq6dwavifLeB
",downloaded_images/EGtG2mq6dwavifLeB_pic1024.jpeg
